year,to_country_id,to_country,performer,song,place_contest,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2024,nl,Netherlands,Joost Klein,Europapa,,,,,,,,,,,,,Dylan van Dael;Paul Elstak;Teun de Kruif;Thijmen Melissant,Joost Klein;Maradonnie;Tim Haars,"Europapa\n\nEurope, let's come together\n(Euro-pa-pa, Euro-pa-pa)\nIt's now or never\nI love you all\n(Euro-pa-pa, Euro-pa-pa)\n\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\n\nBezoek m'n friends in France\nOf neem de benen naar Wenen\nIk wil weg uit Netherlands\nMaar m'n paspoort is verdwenen\nHeb gelukkig geen visum nodig om bij je te zijn\nDus neem de bus naar Polen of de trein naar Berlijn\nIk heb geen geld voor Paris, dus gebruik m'n fantasie\nHeb je een eurootje please? Zeg ""merci"" en ""alsjeblieft""\n\nIk ben echt alles kwijt, behalve de tijd\nDus ben elke dag op reis want de wereld is van mij\n\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\n\nEuro-pa-pa-pa-pa-pa-pa-pa\nEuro-pa-pa-pa (hey)\nEuro-pa-pa-pa-pa-pa-pa-pa\nEu-ro-pa (hey)\n\nIch bin in Deutschland, aber ich bin so allein\nIo sono in Italia, maar toch doet het pijn\nBen aan het vluchten van mezelf\nRoep de hele dag om, ""Help""\nJa, ik geef zelfs mensen geld, maar d'r is niemand die me helpt\nIk hoef geen es-car-gots, hoef geen fish 'n chips\nHoef geen paella, no\nIk weet niet eens echt wat dat is\n\nZet de radio aan, ik hoor Stromae met ""Papaoutai""\nZal niet stoppen tot ze zeggen, ""Ja, ja, dat doet-ie goed ey!""\n\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\nWelkom in Europa\nBlijf hier tot ik doodga\nEuro-pa-pa, Euro-pa-pa\n\nEuro-pa-pa-pa-pa-pa-pa-pa\nEuro-pa-pa-pa (hey)\nEuro-pa-pa-pa-pa-pa-pa-pa\nEu-ro-pa (hey)\n\nEuro-pa-pa-pa-pa-pa-pa…\nWelkom in Europa, jongen\n\n(Hey)\nEu-ro-pa\n\nAan het einde van de dag\nZijn we allemaal mensen\nMijn vader zei me ooit\nHet is een wereld zonder grenzen\n\nIk mis je elke dag\nIs wat ik stiekempjes fluister\nZie je nou wel pa\nIk heb naаr je geluiѕterd",https://youtube.com/watch?v=gT2wY0DjYGo
2024,cy,Cyprus,Silia Kapsis,Liar,,1.0,,1.0,,,,,,,,,Dimitris Kontopoulos,Elke Tiel,"Liar\n\nWaking up in the morning and I'm, I'm feeling like ooh-la-la\nIt's about to go down 'cause I found out the truth, la-la\nNine o'clock in the morning and I know this is our last night\nI know what I'm doing 'cause, yeah, I got it on black and white\n\nShould've known that you are a liar\nBut I looked the other way\nShould've known you're a trouble maker\nBut you act too nice to hate\nI knew we couldn't get much higher\nBut you promised the world to me\nDo you see that you light my fire?\nNow I know what I know\n\nBecause of you\nI'll make it through\n\nTake a look at yourself 'cause that's what you need to do, to do\n'Cause the only problem in this room is about you, about you\n\n'Cause you're a liar\nLiar, liar, liar\nYeah, yeah, yeah\nYou liar, liar, liar, liar\nYeah, yeah, yeah\n\nWaking up in the morning and I'm, I'm feeling like ooh-la-la\nNow I know that your heart and your mind don't align, la-la\nI can see it in your eyes that you don't like to be this way\nI know that you're fighting back, guys like you can't be changed\n\nShould've known that you are a liar\nBut I looked the other way\nShould've known you're a trouble maker\nBut you act too nice to hate\nI knew we couldn't get much higher\nBut you promised the world to me\nDo you see that you light my fire?\nNow I know what I know\n\nBecause of you\nI'll make it through\n\nTake a look at yourself 'cause that's what you need to do, to do\n'Cause the only problem in this room is about you, about you\n\n'Cause you're a liar\nYeah, yeah, yeah\nYeah, yeah, yeah\n\nBecause of you\nI'll make it through\n\nTake a look at yourself 'cause that's what you need to do, to do\n'Cause the only problem in this room is about you, about you\n'Cauѕe you're a liаr",https://youtube.com/watch?v=_6ncN7WC_Og
2024,rs,Serbia,Teya Dora,Ramonda,,1.0,,2.0,,,,,,,,,Luka Jovanović;Teodora Pavlovska,Andrijano Kadović Ajzi;Teodora Pavlovska,"Ramonda\n\nNemam nemam nemam ja\nNemam mira nemam sna\nNe da noć da dođe dan\nTeško onom ko je sam\n\nK'o pod vodom tiho je sve\nVrištim al' se ne čuje\nIza gora beli sjaj\nJa ne nazirem kraj\nOvo put je za ranjene\n\nA nema ko da vodi me\nDo svetle zvezde Danice\n\nGori svet, svaki cvet\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nI nema ko da vodi me\nJer zvezde sve su zaspale\nNe pomažu ni molitve\nGde su nestale lila ramonde\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nLila ramonda\nLila ramonda\nLila ramonda\nLila ramonda\nRamonda\nLila ramonda\nLila ramonda\nLila ramonda\n\nDiže ѕe iz pepela\nJedna lila ramondа",https://youtube.com/watch?v=IyO42taxFpM
2024,lt,Lithuania,Silvester Belt,Luktelk,,1.0,,3.0,,,,,,,,,Karolis Labanauskas;Linas Strockis;Silvestras Beltė,Džesika Šyvokaitė;Elena Jurgaitytė;Silvestras Beltė,"Luktelk\n\nDiena viena ir vėl kita\nTarytum čia, data sustojo\nEinu tai ten, einu tai šen\nIr kai sutems, ir vėl iš naujo\n\nRytoj, rytoj, rytoj\nPažadu mylėt tave rytoj\nLaboj, laboj, laboj\nSurasi tu mane nakty laboj\n\nAr aš vis dar gyvas?\nAr tebepažįsti mane?\nSaulė nepakyla\nPasakyk, ar liksi šalia\n\nLuktelk, luktelk\nDar vieną minutę luktelk\nLuktelk, luktelk\nDar vieną minutę luktelk\n\nNaktis viena, naktis kita\nKaip visada, aš vėl iš naujo\n\nRytoj, rytoj, rytoj\nPažadu mylėt tave rytoj\n\nAr aš vis dar gyvas?\nAr tebepažįsti mane?\nSaulė nepakyla\nPasakyk, ar liksi šalia\n\nLuktelk, luktelk\nDar vieną minutę luktelk\nLuktelk, luktelk\nDar vieną minutę luktelk\n\nStovime tyloje grojančio radijo\nNebenoriu šokt, nebenoriu šokt\nStovime tyloje grojančio radijo\nNebenoriu šokt, bet man reikia šokt\n\nBet man reikia šokt\n\nLuktelk, luktelk\nDar vieną minutę luktelk\nLuktelk, luktelk\nDar vieną minutę luktelk\n\nJei gali, dar luktelk, luktelk\nDar vieną minutę luktelk\nLuktelk, luktelk\nDar vieną minutę…\n\nPasakyk, ar likѕi šaliа",https://youtube.com/watch?v=HuLKyOQcRDw
2024,ie,Ireland,Bambie Thug,Doomsday Blue,,1.0,,4.0,,,,,,,,,Bambie Ray Robinson;Olivia Cassy Brooking;Sam Matlock;Tyler Ryder,,"Doomsday Blue\n\nAvada Kadavra, I speak to destroy\nThe feelings I have I cannot avoid\nThrough twisted tongues a hex deployed on you\nThat all the pretties in your bed escape your hands and make you sad\nAnd all the things you wish you had, you lose\n\nI, I, I know you're living a lie\nI, I, I see the scars in your eyes\nI, I, I know you're living a lie\nI, I\n\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\n\nI, I, I know you're living a lie\nI, I, I know you're living a lie\n\nAvada Kadavra, the thoughts in my head\nThe places I touch when lying in bed\nThe visions of you the words that you said, undo\nMy heartbeat buried in the ground and to the strings I bind you're bound\nSo when you sleep you'll hear my sound\n\nI, I, I know you're living a lie\nI, I, I see the scars in your eyes\nI, I, I know you're living a lie\nI, I\n\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\nI guess you'd rather have a star than the moon\nI guess I always overestimate you\nHoodoo all the things that you do\nI'm down, down in my doomsday blue\n\nFor your romance I'd beg, steal and borrow\nIt's draining me hollow, you\nYou could slow dance me out of my sorrow\nBut your favourite colour compared to the others is doom\nDoomsday blue\n\nBlue\nBlue\nBlue\nBlue\nAvada Kadavra, I speаk to deѕtroy",https://youtube.com/watch?v=BNc5zTYkTaQ
2024,ua,Ukraine,alyona alyona & Jerry Heil,Teresa & Maria,,1.0,,5.0,,,,,,,,,alyona alyona;Anton Chilibi;Ivan Klymenko;Jerry Heil,,"Teresa & Maria\n\nDzhere-dzhere-dzherelo\nProbyva sobi shliakh\nShcho by shcho by ne bulo\nSvit na yiyi plechakh\n\nMani-mani-manivtsi\nZvyvysti, skeliasti\nAle znai: v tvoyiy rutsi\nTvoye vlasne shchastia\n\nDavai, mala, palai\nI'm not holy, I'm alive\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nNavit shche zmalia my shukaly shliakh\nTa zhyttia - petlia, niby dlia tykh khto padaie\nNa svoikh plechakh shche male divcha\nNese z boliu chan i vbacha, shcho to vada ye\nZnovu ne taka, to nadto miaka\nOdiah na kistkakh, holiaka chy to pid vinets\nDe tvoie dytia? Shcho tvoie zhyttia?\nTa roky zh letiat! I zatiam: skoro vzhe kinets\nI khai khtos khoche aby my zlamalys\nKhai buva v tobi zariadu\nNe po likot, a po palets\nI khai khtos khova za posmishkoiu\nNenavyst i zazdrist\nKoly ty puskayesh v sertse hniv\nDobra y liubovi zamist\nAle v nebi ye sviati\nYikh nohy bachyly tsyu zemlyu, znayesh\nTviy ternystyi shliakh\nSame tomu ye ne daremno\nI khai bude duzhe strashno y temno\nI chasom ne lehko\nTa z toboyu zavzhdy budut\nZ neba sliduvaty predky\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, ishly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as human beings\n\nZ namy Mama Tereza i Diva Maria\nBosi, niby po lezu, yshly po zemli\nWith us mama Teresa, Diva Maria\nAll the Divas were born as humаn beingѕ",https://youtube.com/watch?v=-qjs54ZTRBQ
2024,pl,Poland,Luna,The Tower,,1.0,,6.0,,,,,,,,,Aleksandra Katarzyna Wielgomas;Maxwell Cooke;Paul Dixon,,"The Tower\n\nLooking for a miracle\nWaiting for a sun to catch me\nGotta find a way back home\nAlone alone alone\n\nHoping for a star to fall\nSomething I can make a wish on\nCould it be that I'm the fool\nBut aren't we all\nWe all, we all\n\nBroken bodies\nScattered through my history\nLonely hours\nLeading to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nShining in a tiger's eyes\nOnly I can find my future\nReading in between the lines\nI draw my own\nMy own, my own\n\nRunning down the waterfall\nAlways tried to chase the rainbow\nNever found a pot of gold\nBelow below below\n\nBroken bodies\nScattered through my history\nLonely hours\nLeading to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\n\nBroken bodies\nScattered through my history\nLonely hours\nLeаding to my destiny\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up shout it louder\nI'm the one who built the tower\n\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\nI'm the one who built the\nI'm the one who built the\nI'm the one who built the tower\n\nI'm the one who built the tower\nI'm the one who holds the power\nSo come on\nRise up ѕhout it louder\nI'm the one who built the tower",https://youtube.com/watch?v=ESKG8Uo1YaU
2024,hr,Croatia,Baby Lasagna,Rim Tim Tagi Dim,,1.0,,7.0,,,,,,,,,Marko Purišić,,"Rim Tim Tagi Dim\n\nAy, I'm a big boy now\nI'm ready to leave, ciao, mama, ciao\nAy, I'm a big boy now\nI'm going away and I sold my cow\nBefore I leave, I must confess\nI need a round of decompress\nOne more time for all the good times\nRim tim tagi digi dim tim tim\n\nGonna miss you all but mostly the cat\nGonna miss my hay, gonna miss my bed\nMost of all, I'ma miss the dance\nSo come on y'all, let us prance\n\nNow don't call, don't write\nI'm leavin' with the first light\nDon't cry, but dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nI hope I find peace in the noise\nWanna become one of them city boys\nThey're all so pretty and so advanced\nMaybe they also know our dance\n\nBye mom, bye dad\nMeow, cat, please meow back\nDon't cry, just dance\nRim tim tagi digi dim tim tim\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nThere's no going back\nMy anxiety attacks\nRim tim tagi digi dim tim tagi digi\n\nThere's no going back\nMy presence fades to black\nYeah, there's no going back\nMy anxiety attackѕ\nRim tim tagi digi dim tim tаgi digi dim",https://youtube.com/watch?v=6LyjyuaQggs
2024,is,Iceland,Hera Björk,Scared of Heights,,1.0,,8.0,,,,,,,,,Ásdís María Viðarsdóttir;Ferras Alqaisi;Jaro Omar;Michael Burek,,Scared of Heights\n\n(I feel it coming)\n(I feel it coming)\n\nLook how far we made it\nStanding on the edge of a promise\nI'm not one to take risks\nGetting hurt taught me to be cautious\n\nMaybe we should leave this\nCause what would be the use\nOf crashing into you\nWe could end up in pieces\nDon't need another heart-shaped bruise\n\nI feel it coming\nBeen here before and never got it right\nBaby I'm wondering\nIf falling in love has got me scared of heights\nI know we're going sky high\nGoing sky high\nBut what if we forget how to fly\nBaby I'm wondering\nIf falling in love has got me scared of heights\n\nDive in with my heart first\nI'm still drowning in this rational fear\nWish that I could unlearn\nI can't enjoy the view from up here\n\nMaybe we should leave this\nCause what would be the use\nOf crashing into you\nWe could end up in pieces\nDon't need another heart-shaped bruise\n\nI feel it coming\nBeen here before and never got it right\nBaby I'm wondering\nIf falling in love has got me scared of heights\nI know we're going sky high\nGoing sky high\nBut what if we forget how to fly\nBaby I'm wondering\nIf falling in love has got me scared of heights\n\n(I feel it coming)\n(I feel it coming)\n\nI feel it coming\nBeen here before and never got it right\nBaby I'm wondering\nIf falling in love has got me scared of heights\n\nOh I'm scared of heights\nFell a couple times\nAnd I barely made it out alive\nOh I'm scared of heights\nBut the truth is I'm\nStill falling if I kiss you good-bye\n\nBaby I'm wondering\nIf falling in love has got me scаred of heightѕ,https://youtube.com/watch?v=VChBgcycVl8
2024,si,Slovenia,Raiven,Veronika,,1.0,,9.0,,,,,,,,,Bojan Cvjetićanin;Danilo Kapel;Martin Bezjak;Peter Khoo;Sara Briški Cirman,Bojan Cvjetićanin;Klavdija Kopina;Sara Briški Cirman,"Veronika\n\nSkrila sem se v reko in odšla v tiho noč\nZ glasnimi koraki nemi klici na pomoč\nZdaj, ko sem le voda, v valovih iščem mir\nUtopim se v sebi, se svetlobi prepustim\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nKoga se bojiš, ko svoje želje zatajiš?\nGledaš me v oči, podoba tebe v njih žari\nOgledalo sem brez robov\nLe odsev tvojih sem strahov\n\nNajdi me, rani me, brani me\nKoga loviš, ko me zapustiš?\nDvigni me, pusti me, ljubi me\nKdo te lovi, ko se me bojiš?\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo resnico le ona ve\n\nJaz sem\nTi si\nVeronika\nTvojo reѕnico le onа ve",https://youtube.com/watch?v=tSek8SqlDIA
2024,fi,Finland,Windows95man,No Rules!,,1.0,,10.0,,,,,,,,,Henri Piispanen;Jussi Roine;Teemu Keisteri,,"No Rules!\n\nWelcome\nMy name is Windows, Windows95man\nAnd I only live by one rule\nAnd the rule is no rules\n(No rules)\n\nSilence, I say\nThis is my time, my stage\nCall me what you may, see if I care, see me slay\nIs there something wrong with the way I look?\nIs there something wrong with who I am?\nIf I'm not alright, tell me why do I feel so beautiful tonight\n\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Let's go)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\nNo rules\n\nQuiet as I speak\nI am the king, I am the queen\nAnd you all gonna be free\nForget the rules and scream\nIs there something wrong with the way I look?\nIs there something wrong with who I am?\nIf I'm not alright, tell me why do I feel so beautiful tonight\n\n(Move your body)\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Come to me)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\n\n(No rules)\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Make some noise, let's go)\nIn the heat of the night, in the thrill of the fight\nI don't even care what's wrong or right\nIt's how I live my life\n\nNo rules\nIt's how I live, how I find the wind beneath my wings\nIt's how I learn to fly\n(Come on)\nNo rules\nIn the heat of the night, in the thrill of the fight\nI don't even care whаt's wrong or right\nIt's how I live my life\n\nNo ruleѕ",https://youtube.com/watch?v=eXvdKgO2Acw
2024,md,Moldova,Natalia Barbu,In the Middle,,1.0,,11.0,,,,,,,,,Natalia Barbu,Khris Richards;Natalia Barbu,In the Middle\n\nListen your voice inside your heart\nRight in the middle\nOpen your mind just like a door\nRight in the middle\n\nRaise your wings don't be afraid of falling down\nAll around the world is changing overnight\n\nI want you to be happy all of your life\nMy beautiful angel a work of art\nYou live for sunshine spread it around\nI know your heart is filled with love\n\nTarara…\n\nI feel your love inside my heart\nRight in the middle\nOpen your eyes it's like a door\nRight in the middle\n\nRaise your wings don't be afraid of falling down\nAll around the world is changing overnight\n\nI want you to be happy all of your life\nMy beautiful angel a work of art\nYou live for sunshine spread it around\nI know your heart iѕ filled with love\n\nTararа…,https://youtube.com/watch?v=evIoGkZXj2s
